code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,team_h_difficulty,team_a_difficulty,pulse_id
2367823,29,true,true,286,2024-03-16T17:30:00.000000000+0000,90,false,true,18,0,10,3,3,3,93606
2367826,29,true,true,289,2024-03-17T14:00:00.000000000+0000,90,false,true,2,1,19,1,3,3,93609
2367834,30,true,true,297,2024-03-30T12:30:00.000000000+0000,90,false,true,19,3,15,4,2,4,93617
2367828,30,true,true,292,2024-03-30T15:00:00.000000000+0000,90,false,true,9,1,3,2,2,2,93612
2367831,30,true,true,294,2024-03-30T15:00:00.000000000+0000,90,false,true,6,2,7,2,2,3,93614
2367835,30,true,true,298,2024-03-30T15:00:00.000000000+0000,90,false,true,8,1,16,1,2,2,93618
2367836,30,true,true,299,2024-03-30T15:00:00.000000000+0000,90,false,true,10,3,17,3,2,2,93619
2367837,30,true,true,300,2024-03-30T15:00:00.000000000+0000,90,false,true,12,1,18,2,2,4,93620
2367829,30,true,true,291,2024-03-30T17:30:00.000000000+0000,90,false,true,20,0,2,2,2,4,93611
2367830,30,true,true,293,2024-03-30T20:00:00.000000000+0000,90,false,true,14,1,4,1,3,2,93613
2367832,30,true,true,295,2024-03-31T13:00:00.000000000+0000,90,false,true,5,1,11,2,2,5,93615
2367833,30,true,true,296,2024-03-31T15:30:00.000000000+0000,90,false,true,1,0,13,0,5,5,93616
2367847,31,true,true,310,2024-04-02T18:30:00.000000000+0000,90,false,true,9,1,15,1,2,4,93630
2367842,31,true,true,305,2024-04-02T18:30:00.000000000+0000,90,false,true,10,1,16,3,2,2,93625
2367838,31,true,true,302,2024-04-02T18:45:00.000000000+0000,90,false,true,8,0,3,1,2,2,93622
2367841,31,true,true,304,2024-04-02T18:45:00.000000000+0000,90,false,true,20,1,6,1,2,2,93624
2367843,31,true,true,306,2024-04-02T19:15:00.000000000+0000,90,false,true,18,1,19,1,3,3,93626
2367839,31,true,true,301,2024-04-03T18:30:00.000000000+0000,90,false,true,12,0,1,2,2,5,93621
2367840,31,true,true,303,2024-04-03T18:30:00.000000000+0000,90,false,true,5,0,4,0,2,2,93623
2367846,31,true,true,309,2024-04-03T19:15:00.000000000+0000,90,false,true,2,1,13,4,3,5,93629
2367845,31,true,true,308,2024-04-04T18:30:00.000000000+0000,90,false,true,17,1,11,3,2,5,93628
2367844,31,true,true,307,2024-04-04T19:15:00.000000000+0000,90,false,true,14,3,7,4,3,3,93627
2367850,32,true,true,313,2024-04-06T11:30:00.000000000+0000,90,false,true,13,4,8,2,5,2,93633
2367848,32,true,true,311,2024-04-06T14:00:00.000000000+0000,90,false,true,4,3,2,3,2,4,93631
2367851,32,true,true,314,2024-04-06T14:00:00.000000000+0000,90,false,true,6,0,9,1,2,2,93634
2367852,32,true,true,315,2024-04-06T14:00:00.000000000+0000,90,false,true,15,1,10,0,3,3,93635
2367853,32,true,true,316,2024-04-06T14:00:00.000000000+0000,90,false,true,3,1,12,2,2,2,93636
2367857,32,true,true,320,2024-04-06T14:00:00.000000000+0000,90,false,true,19,2,20,1,2,2,93640
2367849,32,true,true,312,2024-04-06T16:30:00.000000000+0000,90,false,true,1,3,5,0,5,3,93632
2367854,32,true,true,317,2024-04-07T14:30:00.000000000+0000,90,false,true,11,2,14,2,4,4,93637
2367855,32,true,true,318,2024-04-07T16:30:00.000000000+0000,90,false,true,7,2,17,2,3,2,93638
2367856,32,true,true,319,2024-04-07T17:00:00.000000000+0000,90,false,true,16,1,18,3,2,4,93639
2367865,33,true,true,328,2024-04-13T11:30:00.000000000+0000,90,false,true,18,0,15,4,3,4,93648
2367860,33,true,true,323,2024-04-13T14:00:00.000000000+0000,90,false,true,17,0,4,2,2,2,93643
2367861,33,true,true,324,2024-04-13T14:00:00.000000000+0000,90,false,true,5,1,6,1,2,2,93644
2367864,33,true,true,327,2024-04-13T14:00:00.000000000+0000,90,false,true,12,1,13,5,2,5,93647
2367866,33,true,true,329,2024-04-13T14:00:00.000000000+0000,90,false,true,20,2,16,2,2,2,93649
2367858,33,true,true,322,2024-04-13T16:30:00.000000000+0000,90,false,true,14,2,3,2,3,2,93642
2367863,33,true,true,326,2024-04-14T13:00:00.000000000+0000,90,false,true,8,1,11,0,2,5,93646
2367867,33,true,true,330,2024-04-14T13:00:00.000000000+0000,90,false,true,10,2,19,0,2,3,93650
2367859,33,true,true,321,2024-04-14T15:30:00.000000000+0000,90,false,true,2,2,1,0,3,5,93641
2367862,33,true,true,325,2024-04-15T19:00:00.000000000+0000,90,false,true,9,0,7,6,2,3,93645
2367873,34,true,true,336,2024-04-20T14:00:00.000000000+0000,90,false,true,4,5,12,1,2,2,93656
2367875,34,true,true,338,2024-04-20T14:00:00.000000000+0000,90,false,true,6,4,17,1,2,2,93658
2367877,34,true,true,340,2024-04-20T18:30:00.000000000+0000,90,false,true,1,2,20,0,5,2,93660
2367871,34,true,true,334,2024-04-21T12:30:00.000000000+0000,90,false,true,16,0,9,2,2,2,93654
2367868,34,true,true,331,2024-04-21T14:00:00.000000000+0000,90,false,true,3,1,2,3,2,4,93651
2367870,34,true,true,333,2024-04-21T14:00:00.000000000+0000,90,false,true,19,2,8,5,2,2,93653
2367872,34,true,true,335,2024-04-21T15:30:00.000000000+0000,90,false,true,11,3,10,1,4,3,93655
2367818,34,true,true,281,2024-04-23T19:00:00.000000000+0000,90,false,true,7,0,1,5,3,5,93601
2367827,34,true,true,290,2024-04-24T18:45:00.000000000+0000,90,false,true,3,1,20,0,2,2,93610
2367821,34,true,true,284,2024-04-24T19:00:00.000000000+0000,90,false,true,15,0,8,2,3,2,93604
2367822,34,true,true,285,2024-04-24T19:00:00.000000000+0000,90,false,true,11,0,9,2,4,2,93605
2367825,34,true,true,288,2024-04-24T19:00:00.000000000+0000,90,false,true,17,2,14,4,2,4,93608
2367819,34,true,true,282,2024-04-25T19:00:00.000000000+0000,90,false,true,13,4,5,0,5,3,93602
2367886,35,true,true,349,2024-04-27T11:30:00.000000000+0000,90,false,true,11,2,19,2,4,3,93669
2367881,35,true,true,344,2024-04-27T14:00:00.000000000+0000,90,false,true,8,1,10,1,2,3,93664
2367882,35,true,true,345,2024-04-27T14:00:00.000000000+0000,90,false,true,6,1,14,1,2,4,93665
2367883,35,true,true,346,2024-04-27T14:00:00.000000000+0000,90,false,true,17,1,15,5,2,4,93666
2367887,35,true,true,350,2024-04-27T14:00:00.000000000+0000,90,false,true,12,1,20,2,2,2,93670
2367880,35,true,true,343,2024-04-27T16:30:00.000000000+0000,90,false,true,4,0,9,1,2,2,93663
2367879,35,true,true,341,2024-04-27T19:00:00.000000000+0000,90,false,true,7,2,2,2,3,4,93661
2367878,35,true,true,342,2024-04-28T13:00:00.000000000+0000,90,false,true,5,0,3,3,2,2,93662
2367885,35,true,true,348,2024-04-28T13:00:00.000000000+0000,90,false,true,1,3,18,2,5,4,93668
2367884,35,true,true,347,2024-04-28T15:30:00.000000000+0000,90,false,true,13,2,16,0,5,2,93667
2367792,35,true,true,255,2024-05-02T18:30:00.000000000+0000,90,false,true,18,0,7,2,3,3,93575
2367895,36,true,true,358,2024-05-03T19:00:00.000000000+0000,90,false,true,9,1,12,1,2,2,93678
2367888,36,true,true,351,2024-05-04T11:30:00.000000000+0000,90,false,true,3,0,1,3,2,5,93671
2367889,36,true,true,352,2024-05-04T14:00:00.000000000+0000,90,false,true,10,0,4,0,2,2,93672
2367891,36,true,true,354,2024-05-04T14:00:00.000000000+0000,90,false,true,15,4,6,1,3,2,93674
2367897,36,true,true,360,2024-05-04T14:00:00.000000000+0000,90,false,true,16,3,17,1,2,2,93680
2367896,36,true,true,359,2024-05-04T16:30:00.000000000+0000,90,false,true,20,1,13,5,2,5,93679
2367890,36,true,true,353,2024-05-05T13:00:00.000000000+0000,90,false,true,2,0,5,1,3,3,93673
2367892,36,true,true,355,2024-05-05T13:00:00.000000000+0000,90,false,true,19,0,7,5,2,3,93675
2367894,36,true,true,357,2024-05-05T15:30:00.000000000+0000,90,false,true,18,2,11,4,3,5,93677
2367893,36,true,true,356,2024-05-06T19:00:00.000000000+0000,90,false,true,14,0,8,4,3,2,93676
2367901,37,true,true,364,2024-05-11T11:30:00.000000000+0000,90,false,true,13,4,10,0,5,3,93684
2367898,37,true,true,362,2024-05-11T14:00:00.000000000+0000,90,false,true,4,2,3,1,2,2,93682
2367900,37,true,true,363,2024-05-11T14:00:00.000000000+0000,90,false,true,17,0,9,1,2,2,93683
2367903,37,true,true,366,2024-05-11T14:00:00.000000000+0000,90,false,true,5,1,15,1,2,4,93686
2367905,37,true,true,368,2024-05-11T14:00:00.000000000+0000,90,false,true,6,1,18,2,2,4,93688
2367906,37,true,true,369,2024-05-11T14:00:00.000000000+0000,90,false,true,12,1,19,3,2,3,93689
2367907,37,true,true,370,2024-05-11T14:00:00.000000000+0000,90,false,true,8,3,20,1,2,2,93690
2367904,37,true,true,367,2024-05-11T16:30:00.000000000+0000,90,false,true,7,3,16,2,3,2,93687
2367902,37,true,true,365,2024-05-12T15:30:00.000000000+0000,90,false,true,1,1,14,0,5,4,93685
2367899,37,true,true,361,2024-05-13T19:00:00.000000000+0000,90,false,true,11,3,2,3,4,4,93681
2367876,37,true,true,339,2024-05-14T19:00:00.000000000+0000,90,false,true,13,2,18,0,5,4,93659
2367869,37,true,true,332,2024-05-15T18:45:00.000000000+0000,90,false,true,7,2,5,1,3,3,93652
2367874,37,true,true,337,2024-05-15T19:00:00.000000000+0000,90,false,true,15,2,14,3,3,4,93657
2367908,38,true,true,371,2024-05-19T15:00:00.000000000+0000,90,false,true,9,1,1,2,2,5,93691
2367909,38,true,true,372,2024-05-19T15:00:00.000000000+0000,90,false,true,15,4,4,2,3,2,93692
2367910,38,true,true,373,2024-05-19T15:00:00.000000000+0000,90,false,true,14,2,5,0,3,3,93693
2367911,38,true,true,374,2024-05-19T15:00:00.000000000+0000,90,false,true,16,2,6,1,2,2,93694
2367912,38,true,true,375,2024-05-19T15:00:00.000000000+0000,90,false,true,3,1,7,2,2,3,93695
2367913,38,true,true,376,2024-05-19T15:00:00.000000000+0000,90,false,true,2,0,8,5,3,2,93696
2367914,38,true,true,377,2024-05-19T15:00:00.000000000+0000,90,false,true,20,0,11,2,2,5,93697
2367915,38,true,true,378,2024-05-19T15:00:00.000000000+0000,90,false,true,10,4,12,2,2,2,93698
2367916,38,true,true,379,2024-05-19T15:00:00.000000000+0000,90,false,true,19,1,13,3,2,5,93699
2367917,38,true,true,380,2024-05-19T15:00:00.000000000+0000,90,false,true,18,3,17,0,3,2,93700
